"","subj","order","cond","item","questionRT","questionAcc","region","Xstart","Xend","Ystart","Yend","fixationtype","value","words","wordsLen","logValue","type","reg.name","lure.type","lure.match","cond.code"
"114609",25,200,4,8,3880,0,"4",50,61,0,0,"rr",228," would forg",11,5.42934562895444,"refl","precrit","qp","mismatch","qp_mismatch"
"114611",25,200,4,8,3880,0,"5",61,72,0,0,"ff",375,"ive himself",11,5.92692602597041,"refl","crit","qp","mismatch","qp_mismatch"
"114618",25,200,4,8,3880,0,"5",61,72,0,0,"tt",740,"ive himself",11,6.60665018619822,"refl","crit","qp","mismatch","qp_mismatch"
"114619",25,200,4,8,3880,0,"5",61,72,0,0,"rr",365,"ive himself",11,5.89989735358249,"refl","crit","qp","mismatch","qp_mismatch"
"114621",25,200,4,8,3880,0,"6",72,83,0,0,"ff",503," for secret",11,6.22059017009974,"refl","spillover","qp","mismatch","qp_mismatch"
"114628",25,200,4,8,3880,0,"6",72,83,0,0,"tt",1321," for secret",11,7.18614430452233,"refl","spillover","qp","mismatch","qp_mismatch"
"114629",25,200,4,8,3880,0,"6",72,83,0,0,"rr",593," for secret",11,6.38519439899773,"refl","spillover","qp","mismatch","qp_mismatch"
"114641",25,200,4,8,3880,0,"7",83,91,0,0,"ff",288," affairs",8,5.66296048013595,"refl","prefinal","qp","mismatch","qp_mismatch"
"114648",25,200,4,8,3880,0,"7",83,91,0,0,"tt",932," affairs",8,6.83733281468559,"refl","prefinal","qp","mismatch","qp_mismatch"
"114649",25,200,4,8,3880,0,"7",83,91,0,0,"rr",644," affairs",8,6.46769872610435,"refl","prefinal","qp","mismatch","qp_mismatch"
"114651",25,200,4,8,3880,0,"8",91,104,0,0,"ff",300," in the town.",13,5.7037824746562,"refl","final","qp","mismatch","qp_mismatch"
"114658",25,200,4,8,3880,0,"8",91,104,0,0,"tt",434," in the town.",13,6.07304453410041,"refl","final","qp","mismatch","qp_mismatch"
"114659",25,200,4,8,3880,0,"8",91,104,0,0,"rr",134," in the town.",13,4.89783979995091,"refl","final","qp","mismatch","qp_mismatch"
"114661",25,218,3,19,3414,1,"1",0,19,0,0,"ff",322,"No successful model",19,5.77455154554441,"refl","lure","qp","match","qp_match"
"114668",25,218,3,19,3414,1,"1",0,19,0,0,"tt",1980,"No successful model",19,7.59085212368858,"refl","lure","qp","match","qp_match"
"114669",25,218,3,19,3414,1,"1",0,19,0,0,"rr",758,"No successful model",19,6.63068338564237,"refl","lure","qp","match","qp_match"
"114671",25,218,3,19,3414,1,"2",19,38,0,0,"ff",411," would imagine that",19,6.01859321449623,"refl","matrix.pred","qp","match","qp_match"
"114678",25,218,3,19,3414,1,"2",19,38,0,0,"tt",2588," would imagine that",19,7.85864065562079,"refl","matrix.pred","qp","match","qp_match"
"114679",25,218,3,19,3414,1,"2",19,38,0,0,"rr",1249," would imagine that",19,7.13009851012558,"refl","matrix.pred","qp","match","qp_match"
"114681",25,218,3,19,3414,1,"3",38,55,0,0,"ff",332," tough bodyguards",17,5.80513496891649,"refl","target","qp","match","qp_match"
"114688",25,218,3,19,3414,1,"3",38,55,0,0,"tt",1777," tough bodyguards",17,7.48268182815465,"refl","target","qp","match","qp_match"
"114689",25,218,3,19,3414,1,"3",38,55,0,0,"rr",1319," tough bodyguards",17,7.18462915271731,"refl","target","qp","match","qp_match"
"114691",25,218,3,19,3414,1,"4",55,68,0,0,"ff",126," would introd",13,4.83628190695148,"refl","precrit","qp","match","qp_match"
"114698",25,218,3,19,3414,1,"4",55,68,0,0,"tt",1112," would introd",13,7.01391547481053,"refl","precrit","qp","match","qp_match"
"114699",25,218,3,19,3414,1,"4",55,68,0,0,"rr",226," would introd",13,5.42053499927229,"refl","precrit","qp","match","qp_match"
"114701",25,218,3,19,3414,1,"5",68,79,0,0,"ff",186,"uce herself",11,5.2257466737132,"refl","crit","qp","match","qp_match"
"114708",25,218,3,19,3414,1,"5",68,79,0,0,"tt",186,"uce herself",11,5.2257466737132,"refl","crit","qp","match","qp_match"
"114709",25,218,3,19,3414,1,"5",68,79,0,0,"rr",NA,"uce herself",11,NA,"refl","crit","qp","match","qp_match"
"114711",25,218,3,19,3414,1,"6",79,97,0,0,"ff",200," to an influential",18,5.29831736654804,"refl","spillover","qp","match","qp_match"
"114718",25,218,3,19,3414,1,"6",79,97,0,0,"tt",997," to an influential",18,6.90475076996184,"refl","spillover","qp","match","qp_match"
"114719",25,218,3,19,3414,1,"6",79,97,0,0,"rr",411," to an influential",18,6.01859321449623,"refl","spillover","qp","match","qp_match"
"114721",25,218,3,19,3414,1,"7",97,103,0,0,"ff",347," music",6,5.84932477994686,"refl","prefinal","qp","match","qp_match"
"114728",25,218,3,19,3414,1,"7",97,103,0,0,"tt",525," music",6,6.26339826259162,"refl","prefinal","qp","match","qp_match"
"114729",25,218,3,19,3414,1,"7",97,103,0,0,"rr",178," music",6,5.18178355029209,"refl","prefinal","qp","match","qp_match"
"114731",25,218,3,19,3414,1,"8",103,119,0,0,"ff",273," video producer.",16,5.60947179518496,"refl","final","qp","match","qp_match"
"114738",25,218,3,19,3414,1,"8",103,119,0,0,"tt",1329," video producer.",16,7.19218205871325,"refl","final","qp","match","qp_match"
"114739",25,218,3,19,3414,1,"8",103,119,0,0,"rr",243," video producer.",16,5.49306144334055,"refl","final","qp","match","qp_match"
"114931",25,226,1,5,4361,1,"1",0,16,0,0,"ff",171,"The royal prince",16,5.14166355650266,"refl","lure","np","match","np_match"
"114938",25,226,1,5,4361,1,"1",0,16,0,0,"tt",1145,"The royal prince",16,7.04315991598834,"refl","lure","np","match","np_match"
"114939",25,226,1,5,4361,1,"1",0,16,0,0,"rr",206,"The royal prince",16,5.32787616878958,"refl","lure","np","match","np_match"
"114941",25,226,1,5,4361,1,"2",16,40,0,0,"ff",460," could not tolerate that",24,6.13122648948314,"refl","matrix.pred","np","match","np_match"
"114948",25,226,1,5,4361,1,"2",16,40,0,0,"tt",2088," could not tolerate that",24,7.64396194900253,"refl","matrix.pred","np","match","np_match"
"114949",25,226,1,5,4361,1,"2",16,40,0,0,"rr",NA," could not tolerate that",24,NA,"refl","matrix.pred","np","match","np_match"
"115121",25,226,1,5,4361,1,"3",40,57,0,0,"ff",299," the palace maids",17,5.70044357339069,"refl","target","np","match","np_match"
"115128",25,226,1,5,4361,1,"3",40,57,0,0,"tt",2465," the palace maids",17,7.80994708647679,"refl","target","np","match","np_match"
"115129",25,226,1,5,4361,1,"3",40,57,0,0,"rr",602," the palace maids",17,6.40025744530882,"refl","target","np","match","np_match"
"115131",25,226,1,5,4361,1,"4",57,66,0,0,"ff",133," embarras",9,4.89034912822175,"refl","precrit","np","match","np_match"
"115138",25,226,1,5,4361,1,"4",57,66,0,0,"tt",276," embarras",9,5.62040086571715,"refl","precrit","np","match","np_match"
"115139",25,226,1,5,4361,1,"4",57,66,0,0,"rr",143," embarras",9,4.96284463025991,"refl","precrit","np","match","np_match"
"115141",25,226,1,5,4361,1,"5",66,77,0,0,"ff",217,"sed himself",11,5.37989735354046,"refl","crit","np","match","np_match"
"115148",25,226,1,5,4361,1,"5",66,77,0,0,"tt",461,"sed himself",11,6.13339804299665,"refl","crit","np","match","np_match"
"115149",25,226,1,5,4361,1,"5",66,77,0,0,"rr",NA,"sed himself",11,NA,"refl","crit","np","match","np_match"
"115151",25,226,1,5,4361,1,"6",77,97,0,0,"ff",284," during a ceremonial",20,5.64897423816121,"refl","spillover","np","match","np_match"
"115158",25,226,1,5,4361,1,"6",77,97,0,0,"tt",453," during a ceremonial",20,6.11589212548303,"refl","spillover","np","match","np_match"
"115159",25,226,1,5,4361,1,"6",77,97,0,0,"rr",NA," during a ceremonial",20,NA,"refl","spillover","np","match","np_match"
"115161",25,226,1,5,4361,1,"7",97,103,0,0,"ff",237," visit",6,5.46806014113513,"refl","prefinal","np","match","np_match"
"115168",25,226,1,5,4361,1,"7",97,103,0,0,"tt",237," visit",6,5.46806014113513,"refl","prefinal","np","match","np_match"
"115169",25,226,1,5,4361,1,"7",97,103,0,0,"rr",NA," visit",6,NA,"refl","prefinal","np","match","np_match"
"115171",25,226,1,5,4361,1,"8",103,128,0,0,"ff",207," of a foreign ambassador.",25,5.33271879326537,"refl","final","np","match","np_match"
"115178",25,226,1,5,4361,1,"8",103,128,0,0,"tt",1857," of a foreign ambassador.",25,7.52671756135271,"refl","final","np","match","np_match"
"115179",25,226,1,5,4361,1,"8",103,128,0,0,"rr",NA," of a foreign ambassador.",25,NA,"refl","final","np","match","np_match"
"167241",9,152,4,20,3997,1,"1",0,15,0,0,"ff",256,"No strict judge",15,5.54517744447956,"refl","lure","qp","mismatch","qp_mismatch"
"167248",9,152,4,20,3997,1,"1",0,15,0,0,"tt",835,"No strict judge",15,6.72743172485086,"refl","lure","qp","mismatch","qp_mismatch"
"167249",9,152,4,20,3997,1,"1",0,15,0,0,"rr",397,"No strict judge",15,5.98393628068719,"refl","lure","qp","mismatch","qp_mismatch"
"167251",9,152,4,20,3997,1,"2",15,35,0,0,"ff",293," would tolerate that",20,5.68017260901707,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"167258",9,152,4,20,3997,1,"2",15,35,0,0,"tt",1408," would tolerate that",20,7.24992553671799,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"167259",9,152,4,20,3997,1,"2",15,35,0,0,"rr",772," would tolerate that",20,6.64898455002478,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"167261",9,152,4,20,3997,1,"3",35,55,0,0,"ff",213," incompetent lawyers",20,5.36129216570943,"refl","target","qp","mismatch","qp_mismatch"
"167268",9,152,4,20,3997,1,"3",35,55,0,0,"tt",1729," incompetent lawyers",20,7.45529848568329,"refl","target","qp","mismatch","qp_mismatch"
"167269",9,152,4,20,3997,1,"3",35,55,0,0,"rr",1516," incompetent lawyers",20,7.32383056620232,"refl","target","qp","mismatch","qp_mismatch"
"167271",9,152,4,20,3997,1,"4",55,62,0,0,"ff",318," humili",7,5.76205138278018,"refl","precrit","qp","mismatch","qp_mismatch"
"167278",9,152,4,20,3997,1,"4",55,62,0,0,"tt",436," humili",7,6.07764224334903,"refl","precrit","qp","mismatch","qp_mismatch"
"167279",9,152,4,20,3997,1,"4",55,62,0,0,"rr",118," humili",7,4.77068462446567,"refl","precrit","qp","mismatch","qp_mismatch"
"167281",9,152,4,20,3997,1,"5",62,73,0,0,"ff",198,"ate herself",11,5.28826703069454,"refl","crit","qp","mismatch","qp_mismatch"
"167288",9,152,4,20,3997,1,"5",62,73,0,0,"tt",973,"ate herself",11,6.880384082186,"refl","crit","qp","mismatch","qp_mismatch"
"167289",9,152,4,20,3997,1,"5",62,73,0,0,"rr",775,"ate herself",11,6.65286302935335,"refl","crit","qp","mismatch","qp_mismatch"
"167291",9,152,4,20,3997,1,"6",73,92,0,0,"ff",309," during a stressful",19,5.73334127689775,"refl","spillover","qp","mismatch","qp_mismatch"
"167298",9,152,4,20,3997,1,"6",73,92,0,0,"tt",1710," during a stressful",19,7.44424864949671,"refl","spillover","qp","mismatch","qp_mismatch"
"167299",9,152,4,20,3997,1,"6",73,92,0,0,"rr",1127," during a stressful",19,7.02731451403978,"refl","spillover","qp","mismatch","qp_mismatch"
"167301",9,152,4,20,3997,1,"7",92,100,0,0,"ff",355," witness",8,5.87211778947542,"refl","prefinal","qp","mismatch","qp_mismatch"
"167308",9,152,4,20,3997,1,"7",92,100,0,0,"tt",877," witness",8,6.77650699237218,"refl","prefinal","qp","mismatch","qp_mismatch"
"167309",9,152,4,20,3997,1,"7",92,100,0,0,"rr",522," witness",8,6.25766758788264,"refl","prefinal","qp","mismatch","qp_mismatch"
"167311",9,152,4,20,3997,1,"8",100,115,0,0,"ff",333," interrogation.",15,5.80814248998044,"refl","final","qp","mismatch","qp_mismatch"
"167318",9,152,4,20,3997,1,"8",100,115,0,0,"tt",714," interrogation.",15,6.57088296233958,"refl","final","qp","mismatch","qp_mismatch"
"167319",9,152,4,20,3997,1,"8",100,115,0,0,"rr",303," interrogation.",15,5.71373280550937,"refl","final","qp","mismatch","qp_mismatch"
"167401",9,69,4,24,3121,0,"1",0,21,0,0,"ff",205,"No corrupt councilman",21,5.32300997913841,"refl","lure","qp","mismatch","qp_mismatch"
"167408",9,69,4,24,3121,0,"1",0,21,0,0,"tt",718,"No corrupt councilman",21,6.57646956904822,"refl","lure","qp","mismatch","qp_mismatch"
"167409",9,69,4,24,3121,0,"1",0,21,0,0,"rr",NA,"No corrupt councilman",21,NA,"refl","lure","qp","mismatch","qp_mismatch"
"167411",9,69,4,24,3121,0,"2",21,40,0,0,"ff",260," would suggest that",19,5.56068163101553,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"167418",9,69,4,24,3121,0,"2",21,40,0,0,"tt",526," would suggest that",19,6.26530121273771,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"167419",9,69,4,24,3121,0,"2",21,40,0,0,"rr",NA," would suggest that",19,NA,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"167421",9,69,4,24,3121,0,"3",40,61,0,0,"ff",211," influential senators",21,5.35185813347607,"refl","target","qp","mismatch","qp_mismatch"
"167428",9,69,4,24,3121,0,"3",40,61,0,0,"tt",1025," influential senators",21,6.93244789157251,"refl","target","qp","mismatch","qp_mismatch"
"167429",9,69,4,24,3121,0,"3",40,61,0,0,"rr",NA," influential senators",21,NA,"refl","target","qp","mismatch","qp_mismatch"
"167431",9,69,4,24,3121,0,"4",61,62,0,0,"ff",NA," ",1,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"167438",9,69,4,24,3121,0,"4",61,62,0,0,"tt",NA," ",1,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"167439",9,69,4,24,3121,0,"4",61,62,0,0,"rr",NA," ",1,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"167441",9,69,4,24,3121,0,"5",62,73,0,0,"ff",415,"put herself",11,6.0282785202307,"refl","crit","qp","mismatch","qp_mismatch"
"167448",9,69,4,24,3121,0,"5",62,73,0,0,"tt",415,"put herself",11,6.0282785202307,"refl","crit","qp","mismatch","qp_mismatch"
"167449",9,69,4,24,3121,0,"5",62,73,0,0,"rr",NA,"put herself",11,NA,"refl","crit","qp","mismatch","qp_mismatch"
"167451",9,69,4,24,3121,0,"6",73,95,0,0,"ff",336," through an exhaustive",22,5.8171111599632,"refl","spillover","qp","mismatch","qp_mismatch"
"167458",9,69,4,24,3121,0,"6",73,95,0,0,"tt",1041," through an exhaustive",22,6.94793706861497,"refl","spillover","qp","mismatch","qp_mismatch"
"167459",9,69,4,24,3121,0,"6",73,95,0,0,"rr",335," through an exhaustive",22,5.81413053182507,"refl","spillover","qp","mismatch","qp_mismatch"
"167461",9,69,4,24,3121,0,"7",95,106,0,0,"ff",284," background",11,5.64897423816121,"refl","prefinal","qp","mismatch","qp_mismatch"
"167468",9,69,4,24,3121,0,"7",95,106,0,0,"tt",479," background",11,6.17170059741091,"refl","prefinal","qp","mismatch","qp_mismatch"
"167469",9,69,4,24,3121,0,"7",95,106,0,0,"rr",195," background",11,5.27299955856375,"refl","prefinal","qp","mismatch","qp_mismatch"
"167471",9,69,4,24,3121,0,"8",106,113,0,0,"ff",145," check.",7,4.97673374242057,"refl","final","qp","mismatch","qp_mismatch"
"167478",9,69,4,24,3121,0,"8",106,113,0,0,"tt",583," check.",7,6.36818718635049,"refl","final","qp","mismatch","qp_mismatch"
"167479",9,69,4,24,3121,0,"8",106,113,0,0,"rr",NA," check.",7,NA,"refl","final","qp","mismatch","qp_mismatch"
"167571",9,49,3,11,3494,1,"1",0,17,0,0,"ff",131,"No nice groomsman",17,4.87519732320115,"refl","lure","qp","match","qp_match"
"167578",9,49,3,11,3494,1,"1",0,17,0,0,"tt",969,"No nice groomsman",17,6.87626461189077,"refl","lure","qp","match","qp_match"
"167579",9,49,3,11,3494,1,"1",0,17,0,0,"rr",150,"No nice groomsman",17,5.01063529409626,"refl","lure","qp","match","qp_match"
"167581",9,49,3,11,3494,1,"2",17,36,0,0,"ff",241," would mention that",19,5.48479693349065,"refl","matrix.pred","qp","match","qp_match"
"167588",9,49,3,11,3494,1,"2",17,36,0,0,"tt",980," would mention that",19,6.88755257166462,"refl","matrix.pred","qp","match","qp_match"
"167589",9,49,3,11,3494,1,"2",17,36,0,0,"rr",255," would mention that",19,5.54126354515843,"refl","matrix.pred","qp","match","qp_match"
"167591",9,49,3,11,3494,1,"3",36,53,0,0,"ff",212," the flower girls",17,5.35658627467201,"refl","target","qp","match","qp_match"
"167598",9,49,3,11,3494,1,"3",36,53,0,0,"tt",452," the flower girls",17,6.11368217983223,"refl","target","qp","match","qp_match"
"167599",9,49,3,11,3494,1,"3",36,53,0,0,"rr",NA," the flower girls",17,NA,"refl","target","qp","match","qp_match"
"167601",9,49,3,11,3494,1,"4",53,56,0,0,"ff",NA," up",3,NA,"refl","precrit","qp","match","qp_match"
"167608",9,49,3,11,3494,1,"4",53,56,0,0,"tt",NA," up",3,NA,"refl","precrit","qp","match","qp_match"
"167609",9,49,3,11,3494,1,"4",53,56,0,0,"rr",NA," up",3,NA,"refl","precrit","qp","match","qp_match"
"167611",9,49,3,11,3494,1,"5",56,67,0,0,"ff",409,"set himself",11,6.0137151560428,"refl","crit","qp","match","qp_match"
"167618",9,49,3,11,3494,1,"5",56,67,0,0,"tt",695,"set himself",11,6.54391184556479,"refl","crit","qp","match","qp_match"
"167619",9,49,3,11,3494,1,"5",56,67,0,0,"rr",NA,"set himself",11,NA,"refl","crit","qp","match","qp_match"
"167621",9,49,3,11,3494,1,"6",67,85,0,0,"ff",580," during the solemn",18,6.36302810354046,"refl","spillover","qp","match","qp_match"
"167628",9,49,3,11,3494,1,"6",67,85,0,0,"tt",1172," during the solemn",18,7.06646697013696,"refl","spillover","qp","match","qp_match"
"167629",9,49,3,11,3494,1,"6",67,85,0,0,"rr",248," during the solemn",18,5.51342874616498,"refl","spillover","qp","match","qp_match"
"167631",9,49,3,11,3494,1,"7",85,93,0,0,"ff",486," wedding",8,6.18620862390049,"refl","prefinal","qp","match","qp_match"
"167638",9,49,3,11,3494,1,"7",85,93,0,0,"tt",685," wedding",8,6.52941883826223,"refl","prefinal","qp","match","qp_match"
"167639",9,49,3,11,3494,1,"7",85,93,0,0,"rr",199," wedding",8,5.29330482472449,"refl","prefinal","qp","match","qp_match"
"167641",9,49,3,11,3494,1,"8",93,103,0,0,"ff",193," ceremony.",10,5.26269018890489,"refl","final","qp","match","qp_match"
"167648",9,49,3,11,3494,1,"8",93,103,0,0,"tt",193," ceremony.",10,5.26269018890489,"refl","final","qp","match","qp_match"
"167649",9,49,3,11,3494,1,"8",93,103,0,0,"rr",NA," ceremony.",10,NA,"refl","final","qp","match","qp_match"
"168051",9,59,3,19,2973,1,"1",0,19,0,0,"ff",341,"No successful model",19,5.83188247728352,"refl","lure","qp","match","qp_match"
"168058",9,59,3,19,2973,1,"1",0,19,0,0,"tt",341,"No successful model",19,5.83188247728352,"refl","lure","qp","match","qp_match"
"168059",9,59,3,19,2973,1,"1",0,19,0,0,"rr",NA,"No successful model",19,NA,"refl","lure","qp","match","qp_match"
"168061",9,59,3,19,2973,1,"2",19,38,0,0,"ff",269," would imagine that",19,5.59471137960184,"refl","matrix.pred","qp","match","qp_match"
"168068",9,59,3,19,2973,1,"2",19,38,0,0,"tt",412," would imagine that",19,6.02102334934953,"refl","matrix.pred","qp","match","qp_match"
"168069",9,59,3,19,2973,1,"2",19,38,0,0,"rr",NA," would imagine that",19,NA,"refl","matrix.pred","qp","match","qp_match"
"168071",9,59,3,19,2973,1,"3",38,55,0,0,"ff",241," tough bodyguards",17,5.48479693349065,"refl","target","qp","match","qp_match"
"168078",9,59,3,19,2973,1,"3",38,55,0,0,"tt",893," tough bodyguards",17,6.7945865808765,"refl","target","qp","match","qp_match"
"168079",9,59,3,19,2973,1,"3",38,55,0,0,"rr",NA," tough bodyguards",17,NA,"refl","target","qp","match","qp_match"
"168081",9,59,3,19,2973,1,"4",55,68,0,0,"ff",164," would introd",13,5.0998664278242,"refl","precrit","qp","match","qp_match"
"168088",9,59,3,19,2973,1,"4",55,68,0,0,"tt",347," would introd",13,5.84932477994686,"refl","precrit","qp","match","qp_match"
"168089",9,59,3,19,2973,1,"4",55,68,0,0,"rr",NA," would introd",13,NA,"refl","precrit","qp","match","qp_match"
"168091",9,59,3,19,2973,1,"5",68,79,0,0,"ff",253,"uce herself",11,5.53338948872752,"refl","crit","qp","match","qp_match"
"168098",9,59,3,19,2973,1,"5",68,79,0,0,"tt",633,"uce herself",11,6.45047042214418,"refl","crit","qp","match","qp_match"
"168099",9,59,3,19,2973,1,"5",68,79,0,0,"rr",380,"uce herself",11,5.94017125272043,"refl","crit","qp","match","qp_match"
"168101",9,59,3,19,2973,1,"6",79,97,0,0,"ff",207," to an influential",18,5.33271879326537,"refl","spillover","qp","match","qp_match"
"168108",9,59,3,19,2973,1,"6",79,97,0,0,"tt",796," to an influential",18,6.67959918584438,"refl","spillover","qp","match","qp_match"
"168109",9,59,3,19,2973,1,"6",79,97,0,0,"rr",432," to an influential",18,6.06842558824411,"refl","spillover","qp","match","qp_match"
"168151",9,59,3,19,2973,1,"7",97,103,0,0,"ff",351," music",6,5.86078622346587,"refl","prefinal","qp","match","qp_match"
"168158",9,59,3,19,2973,1,"7",97,103,0,0,"tt",351," music",6,5.86078622346587,"refl","prefinal","qp","match","qp_match"
"168159",9,59,3,19,2973,1,"7",97,103,0,0,"rr",NA," music",6,NA,"refl","prefinal","qp","match","qp_match"
"168161",9,59,3,19,2973,1,"8",103,119,0,0,"ff",177," video producer.",16,5.17614973257383,"refl","final","qp","match","qp_match"
"168168",9,59,3,19,2973,1,"8",103,119,0,0,"tt",1112," video producer.",16,7.01391547481053,"refl","final","qp","match","qp_match"
"168169",9,59,3,19,2973,1,"8",103,119,0,0,"rr",NA," video producer.",16,NA,"refl","final","qp","match","qp_match"
"168171",9,172,2,10,2510,1,"1",0,28,0,0,"ff",255,"The conservative policewoman",28,5.54126354515843,"refl","lure","np","mismatch","np_mismatch"
"168178",9,172,2,10,2510,1,"1",0,28,0,0,"tt",2029,"The conservative policewoman",28,7.61529833982581,"refl","lure","np","mismatch","np_mismatch"
"168179",9,172,2,10,2510,1,"1",0,28,0,0,"rr",1341,"The conservative policewoman",28,7.20117088328168,"refl","lure","np","mismatch","np_mismatch"
"168181",9,172,2,10,2510,1,"2",28,49,0,0,"ff",278," did not imagine that",21,5.62762111369064,"refl","matrix.pred","np","mismatch","np_mismatch"
"168188",9,172,2,10,2510,1,"2",28,49,0,0,"tt",2060," did not imagine that",21,7.63046126178363,"refl","matrix.pred","np","mismatch","np_mismatch"
"168189",9,172,2,10,2510,1,"2",28,49,0,0,"rr",1782," did not imagine that",21,7.48549160803075,"refl","matrix.pred","np","mismatch","np_mismatch"
"168191",9,172,2,10,2510,1,"3",49,71,0,0,"ff",181," the radical feminists",22,5.19849703126583,"refl","target","np","mismatch","np_mismatch"
"168198",9,172,2,10,2510,1,"3",49,71,0,0,"tt",2130," the radical feminists",22,7.66387725870347,"refl","target","np","mismatch","np_mismatch"
"168199",9,172,2,10,2510,1,"3",49,71,0,0,"rr",1949," the radical feminists",22,7.57507169950756,"refl","target","np","mismatch","np_mismatch"
"168201",9,172,2,10,2510,1,"4",71,83,0,0,"ff",253," would nomin",12,5.53338948872752,"refl","precrit","np","mismatch","np_mismatch"
"168208",9,172,2,10,2510,1,"4",71,83,0,0,"tt",837," would nomin",12,6.72982407048948,"refl","precrit","np","mismatch","np_mismatch"
"168209",9,172,2,10,2510,1,"4",71,83,0,0,"rr",584," would nomin",12,6.36990098282823,"refl","precrit","np","mismatch","np_mismatch"
"168351",9,172,2,10,2510,1,"5",83,94,0,0,"ff",195,"ate himself",11,5.27299955856375,"refl","crit","np","mismatch","np_mismatch"
"168358",9,172,2,10,2510,1,"5",83,94,0,0,"tt",948,"ate himself",11,6.85435450225502,"refl","crit","np","mismatch","np_mismatch"
"168359",9,172,2,10,2510,1,"5",83,94,0,0,"rr",753,"ate himself",11,6.62406522779989,"refl","crit","np","mismatch","np_mismatch"
"168361",9,172,2,10,2510,1,"6",94,114,0,0,"ff",261," for the prestigious",20,5.56452040732269,"refl","spillover","np","mismatch","np_mismatch"
"168368",9,172,2,10,2510,1,"6",94,114,0,0,"tt",2046," for the prestigious",20,7.62364194651157,"refl","spillover","np","mismatch","np_mismatch"
"168369",9,172,2,10,2510,1,"6",94,114,0,0,"rr",992," for the prestigious",20,6.89972310728487,"refl","spillover","np","mismatch","np_mismatch"
"168371",9,172,2,10,2510,1,"7",114,124,0,0,"ff",280," community",10,5.63478960316925,"refl","prefinal","np","mismatch","np_mismatch"
"168378",9,172,2,10,2510,1,"7",114,124,0,0,"tt",697," community",10,6.54678541076052,"refl","prefinal","np","mismatch","np_mismatch"
"168379",9,172,2,10,2510,1,"7",114,124,0,0,"rr",417," community",10,6.0330862217988,"refl","prefinal","np","mismatch","np_mismatch"
"168381",9,172,2,10,2510,1,"8",124,131,0,0,"ff",282," award.",7,5.64190707093811,"refl","final","np","mismatch","np_mismatch"
"168388",9,172,2,10,2510,1,"8",124,131,0,0,"tt",566," award.",7,6.33859407820318,"refl","final","np","mismatch","np_mismatch"
"168389",9,172,2,10,2510,1,"8",124,131,0,0,"rr",284," award.",7,5.64897423816121,"refl","final","np","mismatch","np_mismatch"
"168391",9,164,3,3,2730,0,"1",0,22,0,0,"ff",172,"No skilled businessman",22,5.14749447681345,"refl","lure","qp","match","qp_match"
"168398",9,164,3,3,2730,0,"1",0,22,0,0,"tt",1371,"No skilled businessman",22,7.22329567956231,"refl","lure","qp","match","qp_match"
"168399",9,164,3,3,2730,0,"1",0,22,0,0,"rr",571,"No skilled businessman",22,6.34738920965601,"refl","lure","qp","match","qp_match"
"168401",9,164,3,3,2730,0,"2",22,39,0,0,"ff",274," would admit that",17,5.61312810638807,"refl","matrix.pred","qp","match","qp_match"
"168408",9,164,3,3,2730,0,"2",22,39,0,0,"tt",1351," would admit that",17,7.2086003379602,"refl","matrix.pred","qp","match","qp_match"
"168409",9,164,3,3,2730,0,"2",22,39,0,0,"rr",626," would admit that",17,6.4393503711001,"refl","matrix.pred","qp","match","qp_match"
"168421",9,164,3,3,2730,0,"3",39,65,0,0,"ff",196," inexperienced secretaries",26,5.27811465923052,"refl","target","qp","match","qp_match"
"168428",9,164,3,3,2730,0,"3",39,65,0,0,"tt",1596," inexperienced secretaries",26,7.37525577800975,"refl","target","qp","match","qp_match"
"168429",9,164,3,3,2730,0,"3",39,65,0,0,"rr",1400," inexperienced secretaries",26,7.24422751560335,"refl","target","qp","match","qp_match"
"168431",9,164,3,3,2730,0,"4",65,71,0,0,"ff",175," confu",6,5.16478597392351,"refl","precrit","qp","match","qp_match"
"168438",9,164,3,3,2730,0,"4",65,71,0,0,"tt",175," confu",6,5.16478597392351,"refl","precrit","qp","match","qp_match"
"168439",9,164,3,3,2730,0,"4",65,71,0,0,"rr",NA," confu",6,NA,"refl","precrit","qp","match","qp_match"
"168441",9,164,3,3,2730,0,"5",71,82,0,0,"ff",270,"sed himself",11,5.59842195899838,"refl","crit","qp","match","qp_match"
"168448",9,164,3,3,2730,0,"5",71,82,0,0,"tt",872,"sed himself",11,6.77078942390898,"refl","crit","qp","match","qp_match"
"168449",9,164,3,3,2730,0,"5",71,82,0,0,"rr",602,"sed himself",11,6.40025744530882,"refl","crit","qp","match","qp_match"
"168451",9,164,3,3,2730,0,"6",82,98,0,0,"ff",327," during a weekly",16,5.78996017089725,"refl","spillover","qp","match","qp_match"
"168458",9,164,3,3,2730,0,"6",82,98,0,0,"tt",1419," during a weekly",16,7.25770767716004,"refl","spillover","qp","match","qp_match"
